User,id,name,backgroundImageLink,capabilities.canAddChildren,capabilities.canChangeCopyRequiresWriterPermissionRestriction,capabilities.canChangeDomainUsersOnlyRestriction,capabilities.canChangeDriveBackground,capabilities.canChangeDriveMembersOnlyRestriction,capabilities.canChangeSharingFoldersRequiresOrganizerPermissionRestriction,capabilities.canComment,capabilities.canCopy,capabilities.canDeleteChildren,capabilities.canDeleteDrive,capabilities.canDownload,capabilities.canEdit,capabilities.canListChildren,capabilities.canManageMembers,capabilities.canReadRevisions,capabilities.canRename,capabilities.canRenameDrive,capabilities.canResetDriveRestrictions,capabilities.canShare,capabilities.canTrashChildren,colorRgb,createdTime,hidden,orgUnit,orgUnitId,restrictions.adminManagedRestrictions,restrictions.copyRequiresWriterPermission,restrictions.domainUsersOnly,restrictions.driveMembersOnly,restrictions.sharingFoldersRequiresOrganizerPermission
it@catolocationservices.com.au,0AHJSG-BzYbT-Uk9PVA,CX Team,https://ssl.gstatic.com/team_drive_themes/maps_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#8d6e63,2022-09-23T01:22:36Z,False,/CX,03ph8a2z39tfn27,False,False,False,False,True
it@catolocationservices.com.au,0AIcnfBgjbnpHUk9PVA,Unit Team,https://ssl.gstatic.com/team_drive_themes/paper_colored_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#9c27b0,2022-09-23T03:03:34Z,False,/,028jkrat27w3juh,False,False,False,False,True
it@catolocationservices.com.au,0ACMUKWYwKomvUk9PVA,O My Pod,https://ssl.gstatic.com/team_drive_themes/donut_coffee_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#f06292,2022-09-24T23:23:45Z,False,/,028jkrat27w3juh,False,False,False,False,True
it@catolocationservices.com.au,0AHBHOEKmkIcnUk9PVA,Carbon Neutral Data - Shared Drive CATO & StreetSTRONG,https://ssl.gstatic.com/team_drive_themes/mountains_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#5c6bc0,2022-09-29T07:56:31Z,False,/,028jkrat27w3juh,False,False,False,False,True
it@catolocationservices.com.au,0AHykHaoOD4w0Uk9PVA,Sales Team,https://ssl.gstatic.com/team_drive_themes/pencils_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#0097a7,2022-10-08T01:11:28Z,False,/,028jkrat27w3juh,False,False,False,False,True
it@catolocationservices.com.au,0AHQy-CBRJWz8Uk9PVA,Operations Team,https://ssl.gstatic.com/team_drive_themes/sticky_notes_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#0097a7,2022-10-08T01:11:53Z,False,/,028jkrat27w3juh,False,False,False,False,True
it@catolocationservices.com.au,0AGVldsed-rteUk9PVA,Finance Shared,https://lh3.googleusercontent.com/d/1FZ5HQeYljrhY4mOP_ES28aTf0wijql_4JRgpHkI,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#2e7d32,2022-11-21T23:26:09Z,False,/,028jkrat27w3juh,False,False,False,False,True
it@catolocationservices.com.au,0AHGOU4ye2AEVUk9PVA,Finance External  Shared,https://ssl.gstatic.com/team_drive_themes/abacus_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#ea6100,2022-11-22T02:14:24Z,False,/,028jkrat27w3juh,False,False,False,False,True
it@catolocationservices.com.au,0AGtQTyUhAfrQUk9PVA,arbon neutral,https://ssl.gstatic.com/team_drive_themes/glass_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#0f9d58,2023-02-21T04:02:23Z,False,/,028jkrat27w3juh,False,False,False,False,True
it@catolocationservices.com.au,0ACwfluXIdiqAUk9PVA,TC Job Detail Documents,https://ssl.gstatic.com/team_drive_themes/concert_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#ef6c00,2023-02-21T23:10:20Z,False,/,028jkrat27w3juh,False,False,False,False,True
it@catolocationservices.com.au,0AB_moFPYR4cLUk9PVA,CATO Management Team SHARED,https://ssl.gstatic.com/team_drive_themes/table_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#8d6e63,2023-03-24T06:08:11Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AEi-GWjlvCapUk9PVA,StreetSTRONG Finance,https://ssl.gstatic.com/team_drive_themes/paper_colored_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#9c27b0,2023-04-11T04:01:53Z,False,/,028jkrat27w3juh,False,True,False,False,False
it@catolocationservices.com.au,0AN-lxWX1MchqUk9PVA,Employee Data Archive,https://ssl.gstatic.com/team_drive_themes/circuit_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#039be5,2023-04-24T00:05:31Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AASmP03_60NcUk9PVA,CATO - FINANCE,https://ssl.gstatic.com/team_drive_themes/donut_coffee_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#f06292,2023-07-17T00:35:53Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AJgwNCVffBrrUk9PVA,Employee Data Archive,https://ssl.gstatic.com/team_drive_themes/clovers_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#689f38,2023-07-17T00:34:04Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0ADSpOUGO5TfrUk9PVA,COVIDtest,https://ssl.gstatic.com/team_drive_themes/table_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#8d6e63,2023-07-17T00:36:10Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AAopDrcJY_IiUk9PVA,Finance Shared,https://ssl.gstatic.com/team_drive_themes/mountains_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#5c6bc0,2023-07-17T00:37:01Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AO5ih1YBCZWjUk9PVA,Operations Team,https://ssl.gstatic.com/team_drive_themes/clovers_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#689f38,2023-07-17T00:31:36Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0ADfCVAV_pgWuUk9PVA,CATO Archive,https://ssl.gstatic.com/team_drive_themes/travel_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#039be5,2023-07-17T00:31:13Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0ANLoRmESlCHCUk9PVA,People & Culture - Team Folder,https://ssl.gstatic.com/team_drive_themes/flags_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#009688,2023-07-17T00:33:23Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AIVjMzgHWWYhUk9PVA,CX Team,https://ssl.gstatic.com/team_drive_themes/mountains_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#5c6bc0,2023-07-17T00:35:17Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AFGpfsz6DhVHUk9PVA,StreetSTRONG Finance,https://ssl.gstatic.com/team_drive_themes/sticky_notes_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#0097a7,2023-07-17T00:36:25Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AFmPbZLyrRJTUk9PVA,CATO,https://ssl.gstatic.com/team_drive_themes/desk_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#607d8b,2023-07-17T00:32:42Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AP74GgBQduHsUk9PVA,Marketing Team,https://ssl.gstatic.com/team_drive_themes/clovers_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#689f38,2023-07-17T00:32:54Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0ADACCqPro7x6Uk9PVA,CATO GDrive,https://ssl.gstatic.com/team_drive_themes/travel_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#039be5,2023-07-17T00:33:52Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AO32IxZ24oCEUk9PVA,CATO Clean,https://ssl.gstatic.com/team_drive_themes/sticky_notes_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#0097a7,2023-07-17T00:35:30Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AEZNrH9n7m6PUk9PVA,CATO Archive,https://ssl.gstatic.com/team_drive_themes/clams_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#e91e63,2023-07-17T00:36:52Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AMnNpTu4IXlzUk9PVA,O My Pod,https://ssl.gstatic.com/team_drive_themes/waves_blue_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#5c6bc0,2023-07-17T00:34:19Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AG4pBHRIGiyeUk9PVA,Administration,https://ssl.gstatic.com/team_drive_themes/flags_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#009688,2023-07-17T00:31:54Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0ANzE-a2mOCzrUk9PVA,Admin Team,https://ssl.gstatic.com/team_drive_themes/blueprints_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#4285f4,2023-07-17T00:34:53Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AO3Ry-D3sq9bUk9PVA,Sales Team,https://ssl.gstatic.com/team_drive_themes/sticky_notes_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#0097a7,2023-07-17T00:35:06Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AMohx30kS2YdUk9PVA,Administration,https://ssl.gstatic.com/team_drive_themes/pencils_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#0097a7,2023-07-17T00:37:23Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AEvWm63qqdW_Uk9PVA,Honeywagons,https://ssl.gstatic.com/team_drive_themes/travel_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#039be5,2023-07-17T00:33:36Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AJsMji42GQhuUk9PVA,StreetSTRONG,https://ssl.gstatic.com/team_drive_themes/cocktails_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#db4437,2023-07-17T00:32:31Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0ACpBhSm9iEzQUk9PVA,Unit Team,https://ssl.gstatic.com/team_drive_themes/cocktails_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#db4437,2023-07-17T00:34:40Z,False,/,028jkrat27w3juh,False,False,False,False,False
it@catolocationservices.com.au,0AFaecCw25Q-kUk9PVA,CATO External Shared,https://ssl.gstatic.com/team_drive_themes/bubbles_color_background.jpg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,#f06292,2023-07-17T00:37:12Z,False,/,028jkrat27w3juh,False,False,False,False,False
